Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code,Description
ASFH,ASIAFIN HLDGS CORP,Pink Current,1.2,,0,Common Stock,Malaysia,,"87,983,760","7389 - Business services, misc","AsiaFIN Holdings Corp, through its Malaysia and Hong Kong subsidiaries, is currently providing market research studies and consultancy services pertaining to system solutions and integration of unattended payment kiosks and payment processes to its clients, who are related parties, which are primarily payment solution companies in Malaysia. Although at present we currently provide services solely to companies located in Malaysia, it is the Company's intention to expand our service area to companies located in Vietnam, Indonesia, Hong Kong, and other areas of the South East Asia region. The purpose of our Hong Kong subsidiary is, in part, for geographic convenience pertaining to our speculative future expansion efforts. We aspire to enhance the efficiency of our clients' financial services system through information technology and by promoting a Web-Based solution to our customers in addition to providing consulting services. Our mission is to become the ""ecosystem enabler"" through our solutions in Payment Processing, Regulatory Technology (REGTECH), Robotic Process Automation (RPA) and Unattended Payment Kiosks that help to facilitate the business operations, and assist with system integration, for merchants and entrepreneurs in Asia."
BRCOF,BUSCANDO RES CORP,OTCQB,0.0,,0,Common Stock,Canada,British Columbia,Not Available,Not Available,The Company is an exploration stage company with no revenues from mineral producing operations. Activities include acquiring mineral exploration properties and conducting exploration programs.
TWCHF,TIONG WOON CORP HLDG,Pink Current,0.0,,0,Common Stock,,,Not Available,Not Available,Not available
DVTC,DEVELOPMENT TECHNOLOGIES,Pink Current,5.0,,0,Common Stock,USA,New York,"6,005,970","6552 - Subdivisers and developers, misc","We invest and partner with suburban landowners to develop advanced Smart Homes, Communities and Work Spaces. The company is looking to leverage existing expertise and relationships to move forward with nationwide expansion & investments."
FLES,AUTO PARTS 4LESS GRP INC,OTCQB,4.0,0.0,201,Common Stock,USA,Nevada,.,"7389 - Business services, misc","Auto Parts 4Less Group, Inc. through their wholly owned subsidiary Auto Parts, Inc. is the operator of LiftKits4less.com, an e-commerce aftermarket auto parts site for trucks and jeeps as well as AutoParts4Less.com, a multi-vendor online automotive marketplace dedicated to automotive parts. When fully launched this summer AutoParts4Less.com will offer buyers a wide range of automotive parts for cars, trucks, boats, motorcycles and RV's on a single platform. With the launch of their automotive marketplace the Company expects to eventually have available for sale millions of unique SKUs, as well as multiple sellers for most SKUs listed. This in turn should provide buyers with more options at lower prices. The Company is working on developing best in-class technological modules to increase visitor conversions by adding how-to content and various other services to the websites. The marketing and branding strategy will be comprised of strong SEO traffic, pay-per-click as well as the sponsorship of various drivers in the NASCAR motor sports. Additionally, as a platform business model, the AutoParts4Less.com marketplace is highly scalable and can take advantage of the network effect meaning as more sellers participate on the platform it will attract more sellers and thus more buyers."
PLQC,PLAINS ACQUISITION CORP,Pink Current,40.4,0.7481,625,Common Stock,USA,Texas,"97,331,544",Not Available,"Plains Acquisition Corporation is a bank holding company in the business of owning its wholly-owned subsidiary, a Texas state non-member bank, and does not offer or produce any products or services."
BBRW,BREWBILT MFG INC,Pink Current,0.0008,0.0,8848976,Common Stock,USA,California,"233,170",5047 - Medical and hospital equipment,"BrewBilt is one of the only California companies that designs and manufactures custom brewing and fermentation equipment for craft brewers dedicated to making excellent beer. BrewBilt brewhouses and tanks are fabricated by highly skilled local welders using best-in-class American stainless steel. Whether you're adding cellar tanks, starting a neighborhood brewpub, or expanding a regional microbrewery, look to BrewBilt to design a solution just for you."
TIHE,TAIHE GROUP INC,Pink Current,0.0,,0,Common Stock,Indonesia,,Not Available,8071 - Medical laboratories,"Taihe Group Inc. intends to engage in international trade of featured Indonesian products and cultural exchanges between China and Indonesia. The Company is committed to promote the implementation and development of the ""One Belt and One Road"" strategy in Indonesia, to promote the integration of Asian economic development, enhancing two-way investment cooperation, introduce excellent enterprises, and improve the quality and efficiency of business exchanges between the two countries."
ARIR,ARES INDL REIT INC T,Pink Current,0.0,,0,Common Stock,USA,Colorado,Not Available,6798 - Real estate investment trusts,Not available
EVFM,EVOFEM BIOSCIENCES INC,Pink Current,0.176,-0.4525,702443,Common Stock,USA,California,"9,667,043",2834 - Pharmaceutical preparations,"Evofem Biosciences, Inc. is developing and commercializing innovative products to address unmet needs in women's sexual and reproductive health. The Company's first FDA-approved product, Phexxi® (lactic acid, citric acid and potassium bitartrate), is a hormone-free, on-demand prescription contraceptive vaginal gel. It comes in a box of 12 pre-filled applicators and is applied 0-60 minutes before each act of sex. For more information, visit evofem.com or phexxi.com."
CNBX,CNBX PHARMACEUTICAL INC,OTCQB,2.8,,38,Common Stock,USA,Maryland,"4,880,757",2834 - Pharmaceutical preparations,"CNBX Pharmaceuticals, Inc. is a clinical stage biopharmaceutical company specializing in the discovery, development and commercialization of novel cannabinoid-based products and innovative technologies for the treatment of cancer. We combine the power of our proprietary technologies with the expertise of our leading scientists to unlock the medicinal properties of cannabis and its diversity of bioactive compounds. We have conducted thousands of tests on biopsies and cell lines in order to identify the physiologic impact of cannabinoids on cell cycle and cell death. Our core technology is a continuously evolving bioinformatics platform that utilizes high throughput screening technology, advanced data analytics, artificial intelligence and proprietary methodologies to rapidly examine the physiologic impact of multiple cannabinoid compounds on tumor cells."
MROPF,MICROPORT CARDIOFLW MEDTH,Pink Current,0.0,,0,Common Stock,,,Not Available,Not Available,Not available
SFCO,SOUTHERN FINL CORP,Pink Current,12.5,,0,Common Stock,USA,South Carolina,"32,850,625",Not Available,"Southern Financial Corporation is a holding company for its subsidiary, The Southern Bank (the Bank). The principal business activity of the Bank is to provide banking services to domestic markets throughout South Carolina and Georgia. The Bank is a Georgia chartered community bank, and its deposits are insured by the Federal Deposit Insurance Corporation (FDIC). It offers a full range of personalized community banking products and services for individuals, small businesses, and corporations and a full suite of digital banking solutions."
